Year Month,VEDA Measure,VEDA Measure PY,VEDA Measure Sentiment,VEDA Measure FormatString,VEDA Measure Category,VEDA Measure Name
2021-08-31 00:00:00,10.8071,17.0377,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From Offer Accepted to Hired Median (Cal Days)
2021-08-31 00:00:00,12.7556,16.8791,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From Offer Accepted To Onboard Average (Cal Days)
2021-08-31 00:00:00,11.4157,16.8791,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From Offer Accepted To Onboard Median (Cal Days)
2021-08-31 00:00:00,0.2921,0.0227,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From Offer Extended to Offer Accepted Average (Cal Days)
2021-08-31 00:00:00,0.1303,0.0227,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From Offer Extended to Offer Accepted Median (Cal Days)
2021-08-31 00:00:00,26.6495,24.1174,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From Submitted To Hired Average (Cal Days)
2021-08-31 00:00:00,27.438,24.1174,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From Submitted To Hired Median (Cal Days)
2021-08-31 00:00:00,2.0424,1.6039,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From Submitted To HM Qualified  Median (Cal Days)
2021-08-31 00:00:00,2.1677,1.7986,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From Submitted To HM Qualified Average (Cal Days)
2021-08-31 00:00:00,10.9379,3.9893,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From Submitted To Interview Scheduled Average (Cal Days)
2021-08-31 00:00:00,5.692,3.4466,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From Submitted To Interview Scheduled Median (Cal Days)
2021-08-31 00:00:00,2.1674,1.7981,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From Submitted to MSP Qualified Average (Cal Days)
2021-08-31 00:00:00,2.0423,1.6033,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From Submitted to MSP Qualified Median (Cal Days)
2021-08-31 00:00:00,9.999,4.2165,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From Submitted To Offer Extended  Median (Cal Days)
2021-08-31 00:00:00,13.7111,6.1102,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From Submitted To Offer Extended Average (Cal Days)
2021-08-31 00:00:00,26.7589,23.9589,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From Submitted To Onboard Average  (Cal Days)
2021-08-31 00:00:00,27.5124,23.9589,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From Submitted To Onboard Median (Cal Days)
2021-08-31 00:00:00,0.3267,0.3226,LOW IS GOOD,0.00%;-0.00%;0.00%,Cost Containment,Active Assignments Over Rate Card Rate % Delta (During Period)
2021-08-31 00:00:00,0.4336935166994106,0.422772799156563,LOW IS GOOD,0.00%;-0.00%;0.00%,Cost Containment,Active Assignments Over Rate Card Rate % of Total (During Period)
2021-08-31 00:00:00,0.018884892086330936,0.018884892086330936,LOW IS GOOD,0.00%;-0.00%;0.00%,Misc Measures,Active Assignments that are 1099 % of Total
2021-08-31 00:00:00,0.015225933202357564,0.016341591987348445,LOW IS GOOD,0.00%;-0.00%;0.00%,Demographic & Compliance Measures,Active Assignments that are 1099 % of Total (During Period)
2021-08-31 00:00:00,0.3035071942446043,0.3035071942446043,LOW IS GOOD,0.00%;-0.00%;0.00%,Misc Measures,Active Assignments that are W2 % of Total
2021-08-31 00:00:00,0.25343811394891946,0.2551396942540854,LOW IS GOOD,0.00%;-0.00%;0.00%,Demographic & Compliance Measures,Active Assignments that are W2 % of Total (During Period)
2021-08-31 00:00:00,0.007858546168958742,0.006852925672113864,LOW IS GOOD,0.00%;-0.00%;0.00%,Cost Containment,Active Assignments Within 1% Below Rate Card % of Total (During Period)
2021-08-31 00:00:00,0.5,1,LOW IS GOOD,0.00%;-0.00%;0.00%,Sourcing Measures,Candidates Hired Pre-Id %
2021-08-31 00:00:00,,0.4,LOW IS GOOD,0.00%;-0.00%;0.00%,Cost Containment,Candidates Markup %
2021-08-31 00:00:00,,0.4,LOW IS GOOD,0.00%;-0.00%;0.00%,Cost Containment,Candidates Markup % (W2)
2021-08-31 00:00:00,0.1481,,LOW IS GOOD,0.00%;-0.00%;0.00%,Cost Containment,Candidates Over Request Rate % Delta
2021-08-31 00:00:00,0.14285714285714285,,LOW IS GOOD,0.00%;-0.00%;0.00%,Cost Containment,Candidates Over Request Rate % of Total
2021-08-31 00:00:00,0.2857142857142857,0.14285714285714285,LOW IS GOOD,0.00%;-0.00%;0.00%,Sourcing Measures,Candidates Submitted Pre-Id %
2021-08-31 00:00:00,0.27450980392156865,0.2894736842105263,LOW IS GOOD,0.00\ %;-0.00\ %;0.00\ %,Quality Measures,Negative Turnover %
2021-08-31 00:00:00,0.013071895424836602,0.006578947368421052,LOW IS GOOD,0.00\ %;-0.00\ %;0.00\ %,Quality Measures,No Show %
2021-08-31 00:00:00,0,0,LOW IS GOOD,0.0000%;-0.0000%;0.0000%,Spend Measures,Total Beeline Fee %
2021-08-31 00:00:00,675,675,LOW/HIGH IS NEUTRAL,"",Misc Measures,Active Assignments that are W2
2021-08-31 00:00:00,153,152,LOW/HIGH IS NEUTRAL,0,Sourcing Measures,Assignment Ends
2021-08-31 00:00:00,82,51,LOW/HIGH IS NEUTRAL,0,Misc Measures,HMs Submitting Requests
2021-08-31 00:00:00,540,540,LOW/HIGH IS NEUTRAL,0,Misc Measures,HMs With Active Assignments
2021-08-31 00:00:00,532,504,LOW/HIGH IS NEUTRAL,0,Misc Measures,HMs With Active Assignments (During Period)
2021-08-31 00:00:00,131,98,LOW/HIGH IS NEUTRAL,0,Misc Measures,HMs With Assignment Starts
2021-08-31 00:00:00,418,395,LOW/HIGH IS NEUTRAL,0,Misc Measures,HMs With Spend
2021-08-31 00:00:00,52,48,LOW/HIGH IS NEUTRAL,0,Misc Measures,Suppliers Receiving Requests
2021-08-31 00:00:00,4,5,LOW/HIGH IS NEUTRAL,0,Misc Measures,Suppliers Submitting Candidates
2021-08-31 00:00:00,130,130,LOW/HIGH IS NEUTRAL,0,Misc Measures,Suppliers With Active Assignments
2021-08-31 00:00:00,131,131,LOW/HIGH IS NEUTRAL,0,Misc Measures,Suppliers With Active Assignments (During Period)
2021-08-31 00:00:00,52,42,LOW/HIGH IS NEUTRAL,0,Misc Measures,Suppliers With Assignments Starts
2021-08-31 00:00:00,83,78,LOW/HIGH IS NEUTRAL,0,Misc Measures,Suppliers With Spend
2021-09-30 00:00:00,2224,2224,HIGH IS GOOD,"#,0",Misc Measures,Active Assignments
2021-09-30 00:00:00,159,175,HIGH IS GOOD,"#,0",Sourcing Measures,Openings
2021-09-30 00:00:00,108,105,HIGH IS GOOD,"#,0",Sourcing Measures,Requests
2021-09-30 00:00:00,108,105,HIGH IS GOOD,"#,0",Sourcing Measures,Requests Received
2021-09-30 00:00:00,4,3,HIGH IS GOOD,"#,0",Sourcing Measures,Requests Responded w/Candidates
2021-09-30 00:00:00,34878482,17190290,HIGH IS GOOD,"#,0.00",Spend Measures,Total Spend-Thru
2021-09-30 00:00:00,0,0,HIGH IS GOOD,"\$#,0.00;(\$#,0.00);\$#,0.00",Spend Measures,Total Volume Discount
2021-09-30 00:00:00,2106,2036,HIGH IS GOOD,0,Demographic & Compliance Measures,Active Assignments (During Period)
2021-09-30 00:00:00,223,291,HIGH IS GOOD,0,Sourcing Measures,Assignment Starts
2021-09-30 00:00:00,1,2,HIGH IS GOOD,0,Sourcing Measures,Candidates Hired
2021-09-30 00:00:00,4,7,HIGH IS GOOD,0,Quality Measures,Candidates Qualified
2021-09-30 00:00:00,4,7,HIGH IS GOOD,0,Sourcing Measures,Candidates Submitted
2021-09-30 00:00:00,159,175,HIGH IS GOOD,0,Sourcing Measures,Openings Received
2021-09-30 00:00:00,19,13,HIGH IS GOOD,0,Quality Measures,Positive Turnover Count
2021-09-30 00:00:00,348,335,HIGH IS GOOD,0,Sourcing Measures,Releases
2021-09-30 00:00:00,1,0.6666666666666666,HIGH IS GOOD,0.00%;-0.00%;0.00%,Sourcing Measures,Fill Efficiency Rate %
2021-09-30 00:00:00,0.25,0.2857142857142857,HIGH IS GOOD,0.00%;-0.00%;0.00%,Quality Measures,Qualified to Hire %
2021-09-30 00:00:00,0.07875457875457875,0.07331832254432874,HIGH IS GOOD,0.00%;-0.00%;0.00%,Sourcing Measures,Response Rate %
2021-09-30 00:00:00,1,0.5,HIGH IS GOOD,0.00%;-0.00%;0.00%,Quality Measures,Submit to Hire %
2021-09-30 00:00:00,1,1,HIGH IS GOOD,0.00%;-0.00%;0.00%,Quality Measures,Submit to Qualified %
2021-09-30 00:00:00,0.4186046511627907,0.27450980392156865,HIGH IS GOOD,0.00\ %;-0.00\ %;0.00\ %,Quality Measures,Positive Turnover %
2021-09-30 00:00:00,0,0,HIGH IS GOOD,0.0000%;-0.0000%;0.0000%,Spend Measures,Total Volume Discount %
2021-09-30 00:00:00,540.0667,147.7975,LOW IS GOOD,"#,0",Sourcing Measures,1st Qualified Candidate Response (In Hours)
2021-09-30 00:00:00,925,883,LOW IS GOOD,"#,0",Cost Containment,Active Assignments Over Rate Card Rate (During Period)
2021-09-30 00:00:00,,1,LOW IS GOOD,"#,0",Cost Containment,Candidates Over Request Rate
2021-09-30 00:00:00,1,2,LOW IS GOOD,"#,0",Sourcing Measures,Candidates Submitted Pre-Id
2021-09-30 00:00:00,9.3775,12.7556,LOW IS GOOD,"#,0.00",Sourcing Measures,Time to Onboard
2021-09-30 00:00:00,0,0,LOW IS GOOD,"#,0.00",Spend Measures,Total Beeline Fee
2021-09-30 00:00:00,62.625,103.8143,LOW IS GOOD,"\$#,0.00;(\$#,0.00);\$#,0.00",Cost Containment,Candidates Average Bill Rate
2021-09-30 00:00:00,56,,LOW IS GOOD,"\$#,0.00;(\$#,0.00);\$#,0.00",Cost Containment,Candidates Average Pay Rate
2021-09-30 00:00:00,58.75,96.7,LOW IS GOOD,"\$#,0.00;(\$#,0.00);\$#,0.00",Cost Containment,Candidates Median Bill Rate
2021-09-30 00:00:00,56,,LOW IS GOOD,"\$#,0.00;(\$#,0.00);\$#,0.00",Cost Containment,Candidates Median Pay Rate
2021-09-30 00:00:00,42,42,LOW IS GOOD,0,Misc Measures,Active Assignments that are 1099
2021-09-30 00:00:00,34,31,LOW IS GOOD,0,Demographic & Compliance Measures,Active Assignments that are 1099 (During Period)
2021-09-30 00:00:00,558,516,LOW IS GOOD,0,Demographic & Compliance Measures,Active Assignments that are W2 (During Period)
2021-09-30 00:00:00,17,16,LOW IS GOOD,0,Cost Containment,Active Assignments Within 1% Below Rate Card (During Period)
2021-09-30 00:00:00,1,1,LOW IS GOOD,0,Sourcing Measures,Candidates Hired Pre-Id
2021-09-30 00:00:00,54,42,LOW IS GOOD,0,Quality Measures,Negative Turnover Count
2021-09-30 00:00:00,1,2,LOW IS GOOD,0,Quality Measures,No Show Count
2021-09-30 00:00:00,3.9175,3.6186,LOW IS GOOD,0.00,Quality Measures,Avg Interview Rating
2021-09-30 00:00:00,,9.6339,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From HM Qualified to Offer Extended Average  (Cal Days)
2021-09-30 00:00:00,,3.507,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From HM Qualified to Offer Extended Median (Cal Days)
2021-09-30 00:00:00,0.0002,0.0005,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From MSP Qualified to HM Qualified Average (Cal Days)
2021-09-30 00:00:00,0.0002,0.0005,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From MSP Qualified to HM Qualified Median (Cal Days)
2021-09-30 00:00:00,,9.6344,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From MSP Qualified to Offer Extended  Average (Cal Days)
2021-09-30 00:00:00,,3.5077,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From MSP Qualified to Offer Extended Median (Cal Days)
2021-09-30 00:00:00,7.9798,12.6463,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From Offer Accepted to Hired Average (Cal Days)
2021-09-30 00:00:00,7.9798,10.8071,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From Offer Accepted to Hired Median (Cal Days)
2021-09-30 00:00:00,9.3775,12.7556,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From Offer Accepted To Onboard Average (Cal Days)
2021-09-30 00:00:00,9.3775,11.4157,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From Offer Accepted To Onboard Median (Cal Days)
2021-09-30 00:00:00,0.0033,0.2921,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From Offer Extended to Offer Accepted Average (Cal Days)
2021-09-30 00:00:00,0.0033,0.1303,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From Offer Extended to Offer Accepted Median (Cal Days)
2021-09-30 00:00:00,8.7133,26.6495,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From Submitted To Hired Average (Cal Days)
2021-09-30 00:00:00,8.7133,27.438,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From Submitted To Hired Median (Cal Days)
2021-09-30 00:00:00,1.9829,2.0424,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From Submitted To HM Qualified  Median (Cal Days)
2021-09-30 00:00:00,2.9567,2.1677,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From Submitted To HM Qualified Average (Cal Days)
2021-09-30 00:00:00,9.43,10.9379,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From Submitted To Interview Scheduled Average (Cal Days)
2021-09-30 00:00:00,9.7149,5.692,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From Submitted To Interview Scheduled Median (Cal Days)
2021-09-30 00:00:00,2.9565,2.1674,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From Submitted to MSP Qualified Average (Cal Days)
2021-09-30 00:00:00,1.9827,2.0423,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From Submitted to MSP Qualified Median (Cal Days)
2021-09-30 00:00:00,0.7302,9.999,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From Submitted To Offer Extended  Median (Cal Days)
2021-09-30 00:00:00,0.7302,13.7111,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From Submitted To Offer Extended Average (Cal Days)
2021-09-30 00:00:00,10.111,26.7589,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From Submitted To Onboard Average  (Cal Days)
2021-09-30 00:00:00,10.111,27.5124,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From Submitted To Onboard Median (Cal Days)
2021-09-30 00:00:00,0.3091,0.3267,LOW IS GOOD,0.00%;-0.00%;0.00%,Cost Containment,Active Assignments Over Rate Card Rate % Delta (During Period)
2021-09-30 00:00:00,0.4392212725546059,0.4336935166994106,LOW IS GOOD,0.00%;-0.00%;0.00%,Cost Containment,Active Assignments Over Rate Card Rate % of Total (During Period)
2021-09-30 00:00:00,0.018884892086330936,0.018884892086330936,LOW IS GOOD,0.00%;-0.00%;0.00%,Misc Measures,Active Assignments that are 1099 % of Total
2021-09-30 00:00:00,0.016144349477682812,0.015225933202357564,LOW IS GOOD,0.00%;-0.00%;0.00%,Demographic & Compliance Measures,Active Assignments that are 1099 % of Total (During Period)
2021-09-30 00:00:00,0.3035071942446043,0.3035071942446043,LOW IS GOOD,0.00%;-0.00%;0.00%,Misc Measures,Active Assignments that are W2 % of Total
2021-09-30 00:00:00,0.26495726495726496,0.25343811394891946,LOW IS GOOD,0.00%;-0.00%;0.00%,Demographic & Compliance Measures,Active Assignments that are W2 % of Total (During Period)
2021-09-30 00:00:00,0.008072174738841406,0.007858546168958742,LOW IS GOOD,0.00%;-0.00%;0.00%,Cost Containment,Active Assignments Within 1% Below Rate Card % of Total (During Period)
2021-09-30 00:00:00,1,0.5,LOW IS GOOD,0.00%;-0.00%;0.00%,Sourcing Measures,Candidates Hired Pre-Id %
2021-09-30 00:00:00,0.1875,,LOW IS GOOD,0.00%;-0.00%;0.00%,Cost Containment,Candidates Markup %
2021-09-30 00:00:00,0.1875,,LOW IS GOOD,0.00%;-0.00%;0.00%,Cost Containment,Candidates Markup % (W2)
2021-09-30 00:00:00,,0.1481,LOW IS GOOD,0.00%;-0.00%;0.00%,Cost Containment,Candidates Over Request Rate % Delta
2021-09-30 00:00:00,,0.14285714285714285,LOW IS GOOD,0.00%;-0.00%;0.00%,Cost Containment,Candidates Over Request Rate % of Total
2021-09-30 00:00:00,0.25,0.2857142857142857,LOW IS GOOD,0.00%;-0.00%;0.00%,Sourcing Measures,Candidates Submitted Pre-Id %
2021-09-30 00:00:00,0.4186046511627907,0.27450980392156865,LOW IS GOOD,0.00\ %;-0.00\ %;0.00\ %,Quality Measures,Negative Turnover %
2021-09-30 00:00:00,0.007751937984496124,0.013071895424836602,LOW IS GOOD,0.00\ %;-0.00\ %;0.00\ %,Quality Measures,No Show %
2021-09-30 00:00:00,0,0,LOW IS GOOD,0.0000%;-0.0000%;0.0000%,Spend Measures,Total Beeline Fee %
2021-09-30 00:00:00,675,675,LOW/HIGH IS NEUTRAL,"",Misc Measures,Active Assignments that are W2
2021-09-30 00:00:00,129,153,LOW/HIGH IS NEUTRAL,0,Sourcing Measures,Assignment Ends
2021-09-30 00:00:00,70,82,LOW/HIGH IS NEUTRAL,0,Misc Measures,HMs Submitting Requests
2021-09-30 00:00:00,540,540,LOW/HIGH IS NEUTRAL,0,Misc Measures,HMs With Active Assignments
2021-09-30 00:00:00,571,532,LOW/HIGH IS NEUTRAL,0,Misc Measures,HMs With Active Assignments (During Period)
2021-09-30 00:00:00,131,131,LOW/HIGH IS NEUTRAL,0,Misc Measures,HMs With Assignment Starts
2021-09-30 00:00:00,463,418,LOW/HIGH IS NEUTRAL,0,Misc Measures,HMs With Spend
2021-09-30 00:00:00,47,52,LOW/HIGH IS NEUTRAL,0,Misc Measures,Suppliers Receiving Requests
2021-09-30 00:00:00,4,4,LOW/HIGH IS NEUTRAL,0,Misc Measures,Suppliers Submitting Candidates
2021-09-30 00:00:00,130,130,LOW/HIGH IS NEUTRAL,0,Misc Measures,Suppliers With Active Assignments
2021-09-30 00:00:00,131,131,LOW/HIGH IS NEUTRAL,0,Misc Measures,Suppliers With Active Assignments (During Period)
2021-09-30 00:00:00,41,52,LOW/HIGH IS NEUTRAL,0,Misc Measures,Suppliers With Assignments Starts
2021-09-30 00:00:00,83,83,LOW/HIGH IS NEUTRAL,0,Misc Measures,Suppliers With Spend
2021-10-31 00:00:00,2224,2224,HIGH IS GOOD,"#,0",Misc Measures,Active Assignments
2021-10-31 00:00:00,181,159,HIGH IS GOOD,"#,0",Sourcing Measures,Openings
2021-10-31 00:00:00,104,108,HIGH IS GOOD,"#,0",Sourcing Measures,Requests
2021-10-31 00:00:00,104,108,HIGH IS GOOD,"#,0",Sourcing Measures,Requests Received
2021-10-31 00:00:00,6,4,HIGH IS GOOD,"#,0",Sourcing Measures,Requests Responded w/Candidates
2021-10-31 00:00:00,20828260,34878482,HIGH IS GOOD,"#,0.00",Spend Measures,Total Spend-Thru
2021-10-31 00:00:00,0,0,HIGH IS GOOD,"\$#,0.00;(\$#,0.00);\$#,0.00",Spend Measures,Total Volume Discount
2021-10-31 00:00:00,2231,2106,HIGH IS GOOD,0,Demographic & Compliance Measures,Active Assignments (During Period)
2021-10-31 00:00:00,254,223,HIGH IS GOOD,0,Sourcing Measures,Assignment Starts
2021-10-31 00:00:00,6,1,HIGH IS GOOD,0,Sourcing Measures,Candidates Hired
2021-10-31 00:00:00,7,4,HIGH IS GOOD,0,Quality Measures,Candidates Qualified
2021-10-31 00:00:00,7,4,HIGH IS GOOD,0,Sourcing Measures,Candidates Submitted
2021-10-31 00:00:00,181,159,HIGH IS GOOD,0,Sourcing Measures,Openings Received
2021-10-31 00:00:00,20,19,HIGH IS GOOD,0,Quality Measures,Positive Turnover Count
2021-10-31 00:00:00,420,348,HIGH IS GOOD,0,Sourcing Measures,Releases
2021-10-31 00:00:00,0.6388888888888888,1,HIGH IS GOOD,0.00%;-0.00%;0.00%,Sourcing Measures,Fill Efficiency Rate %
2021-10-31 00:00:00,0.8571428571428571,0.25,HIGH IS GOOD,0.00%;-0.00%;0.00%,Quality Measures,Qualified to Hire %
2021-10-31 00:00:00,0.21626397685510987,0.07875457875457875,HIGH IS GOOD,0.00%;-0.00%;0.00%,Sourcing Measures,Response Rate %
2021-10-31 00:00:00,1,1,HIGH IS GOOD,0.00%;-0.00%;0.00%,Quality Measures,Submit to Hire %
2021-10-31 00:00:00,1,1,HIGH IS GOOD,0.00%;-0.00%;0.00%,Quality Measures,Submit to Qualified %
2021-10-31 00:00:00,0.36283185840707965,0.4186046511627907,HIGH IS GOOD,0.00\ %;-0.00\ %;0.00\ %,Quality Measures,Positive Turnover %
2021-10-31 00:00:00,0,0,HIGH IS GOOD,0.0000%;-0.0000%;0.0000%,Spend Measures,Total Volume Discount %
2021-10-31 00:00:00,70.5946,540.0667,LOW IS GOOD,"#,0",Sourcing Measures,1st Qualified Candidate Response (In Hours)
2021-10-31 00:00:00,1001,925,LOW IS GOOD,"#,0",Cost Containment,Active Assignments Over Rate Card Rate (During Period)
2021-10-31 00:00:00,1,,LOW IS GOOD,"#,0",Cost Containment,Candidates Over Request Rate
2021-10-31 00:00:00,1,1,LOW IS GOOD,"#,0",Sourcing Measures,Candidates Submitted Pre-Id
2021-10-31 00:00:00,13.2403,9.3775,LOW IS GOOD,"#,0.00",Sourcing Measures,Time to Onboard
2021-10-31 00:00:00,0,0,LOW IS GOOD,"#,0.00",Spend Measures,Total Beeline Fee
2021-10-31 00:00:00,320.9975,62.625,LOW IS GOOD,"\$#,0.00;(\$#,0.00);\$#,0.00",Cost Containment,Candidates Average Bill Rate
2021-10-31 00:00:00,700,56,LOW IS GOOD,"\$#,0.00;(\$#,0.00);\$#,0.00",Cost Containment,Candidates Average Pay Rate
2021-10-31 00:00:00,121.5,58.75,LOW IS GOOD,"\$#,0.00;(\$#,0.00);\$#,0.00",Cost Containment,Candidates Median Bill Rate
2021-10-31 00:00:00,700,56,LOW IS GOOD,"\$#,0.00;(\$#,0.00);\$#,0.00",Cost Containment,Candidates Median Pay Rate
2021-10-31 00:00:00,42,42,LOW IS GOOD,0,Misc Measures,Active Assignments that are 1099
2021-10-31 00:00:00,36,34,LOW IS GOOD,0,Demographic & Compliance Measures,Active Assignments that are 1099 (During Period)
2021-10-31 00:00:00,560,558,LOW IS GOOD,0,Demographic & Compliance Measures,Active Assignments that are W2 (During Period)
2021-10-31 00:00:00,16,17,LOW IS GOOD,0,Cost Containment,Active Assignments Within 1% Below Rate Card (During Period)
2021-10-31 00:00:00,1,1,LOW IS GOOD,0,Sourcing Measures,Candidates Hired Pre-Id
2021-10-31 00:00:00,41,54,LOW IS GOOD,0,Quality Measures,Negative Turnover Count
2021-10-31 00:00:00,,1,LOW IS GOOD,0,Quality Measures,No Show Count
2021-10-31 00:00:00,4.0425,3.9175,LOW IS GOOD,0.00,Quality Measures,Avg Interview Rating
2021-10-31 00:00:00,17.2456,,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From HM Qualified to Offer Extended Average  (Cal Days)
2021-10-31 00:00:00,5.8324,,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From HM Qualified to Offer Extended Median (Cal Days)
2021-10-31 00:00:00,0.0006,0.0002,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From MSP Qualified to HM Qualified Average (Cal Days)
2021-10-31 00:00:00,0.0007,0.0002,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From MSP Qualified to HM Qualified Median (Cal Days)
2021-10-31 00:00:00,17.246,,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From MSP Qualified to Offer Extended  Average (Cal Days)
2021-10-31 00:00:00,5.833,,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From MSP Qualified to Offer Extended Median (Cal Days)
2021-10-31 00:00:00,12.7668,7.9798,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From Offer Accepted to Hired Average (Cal Days)
2021-10-31 00:00:00,9.6547,7.9798,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From Offer Accepted to Hired Median (Cal Days)
2021-10-31 00:00:00,13.2403,9.3775,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From Offer Accepted To Onboard Average (Cal Days)
2021-10-31 00:00:00,10.265,9.3775,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From Offer Accepted To Onboard Median (Cal Days)
2021-10-31 00:00:00,1.7035,0.0033,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From Offer Extended to Offer Accepted Average (Cal Days)
2021-10-31 00:00:00,0.8907,0.0033,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From Offer Extended to Offer Accepted Median (Cal Days)
2021-10-31 00:00:00,39.2405,8.7133,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From Submitted To Hired Average (Cal Days)
2021-10-31 00:00:00,29.9345,8.7133,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From Submitted To Hired Median (Cal Days)
2021-10-31 00:00:00,0.0402,1.9829,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From Submitted To HM Qualified  Median (Cal Days)
2021-10-31 00:00:00,0.8583,2.9567,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From Submitted To HM Qualified Average (Cal Days)
2021-10-31 00:00:00,20.458,9.43,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From Submitted To Interview Scheduled Average (Cal Days)
2021-10-31 00:00:00,16.7136,9.7149,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From Submitted To Interview Scheduled Median (Cal Days)
2021-10-31 00:00:00,0.858,2.9565,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From Submitted to MSP Qualified Average (Cal Days)
2021-10-31 00:00:00,0.0396,1.9827,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From Submitted to MSP Qualified Median (Cal Days)
2021-10-31 00:00:00,5.8419,0.7302,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From Submitted To Offer Extended  Median (Cal Days)
2021-10-31 00:00:00,17.695,0.7302,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From Submitted To Offer Extended Average (Cal Days)
2021-10-31 00:00:00,39.7141,10.111,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From Submitted To Onboard Average  (Cal Days)
2021-10-31 00:00:00,30.5448,10.111,LOW IS GOOD,0.00,Cycle Time Measures,Cycle Time From Submitted To Onboard Median (Cal Days)
2021-10-31 00:00:00,0.3196,0.3091,LOW IS GOOD,0.00%;-0.00%;0.00%,Cost Containment,Active Assignments Over Rate Card Rate % Delta (During Period)
2021-10-31 00:00:00,0.448677722994173,0.4392212725546059,LOW IS GOOD,0.00%;-0.00%;0.00%,Cost Containment,Active Assignments Over Rate Card Rate % of Total (During Period)
2021-10-31 00:00:00,0.018884892086330936,0.018884892086330936,LOW IS GOOD,0.00%;-0.00%;0.00%,Misc Measures,Active Assignments that are 1099 % of Total
2021-10-31 00:00:00,0.016136261766024205,0.016144349477682812,LOW IS GOOD,0.00%;-0.00%;0.00%,Demographic & Compliance Measures,Active Assignments that are 1099 % of Total (During Period)
2021-10-31 00:00:00,0.3035071942446043,0.3035071942446043,LOW IS GOOD,0.00%;-0.00%;0.00%,Misc Measures,Active Assignments that are W2 % of Total
2021-10-31 00:00:00,0.2510085163603765,0.26495726495726496,LOW IS GOOD,0.00%;-0.00%;0.00%,Demographic & Compliance Measures,Active Assignments that are W2 % of Total (During Period)
